"Sample_label" "Expedition" "Station" "Date" "Latitude" "Longitude" "Layer" "Environmental_feature" "Depth" "Marine_biome" "Ocean_and_sea_region" "Biogeographical_province" "Temperature_median" "Nitrogen" "Ammonium_mean" "Nitrate_median" "Nitrate_mean" "Nitrite_median" "Nitrite_mean" "Nitrate_and_Nitrite_median" "Phosphate" "Silicate" "Iron_concentration_PISCES2" "Iron_concentration_ECCO2.DARWIN" "Iron_mean_5m" "Oxygen" "Salinity" "Sigma_theta" "Chlorophyll_a_concentration" "Chlorophyll_a_fluo" "Particulate_organic_carbon" "Particulate_inorganic_carbon" "Residence_time" "Conductivity" "PAR_1d_avg" "PAR_8d_avg" "PAR_30d_avg" "Season" "Season_phase" "Distance_to_coast" "Angular_scattering_coefficient" "Optical_backscattering_coefficient" "Backscattering_coefficient_particles" "Fluorescence" "Optical_beam_attenuation_coefficient" "Beam_attenuation_coefficient_particles" "Sunshine_duration" "Sea_ice_concentration_." "Sea_Ice_free_period" "Polar" "Okubo.Weiss_parameter" "Maximum_Lyapunov_exponent" "pH" "Total_Alkalinity" "Bicarbonate_ion" "Carbonate_ion" "Total_Carbon" "Aragonite_saturation_state" "Calcite_saturation_state" "Carbon_dioxide" "Carbon_dioxide_partial_pressure" "Mixed_layer_depth" "Brunt_Vaisala_maximum_depth" "Max_O2_depth" "Min_O2_depth" "Nitracline_depth" "Sea_surface_temperature_gradient" "Chlorophyll_c3" "Chlorophyll_c1_c2" "Chlorophyllide_a" "Peridinin" "Phaeophorbide_a" "X19.Butanoyloxyfucoxanthin" "Fucoxanthin" "Neoxanthin" "Prasinoxanthin" "Violaxanthin" "X19.Hexanoyloxyfucoxanthin" "Diadinoxanthin" "Alloxanthin" "Diatoxanthin" "Zeaxanthin" "Lutein" "Bacteriochlorophyll_a" "Divinyl_chlorophyll_b" "Chlorophyll_b" "Chlorophyll_b_plus_divinyl_chlorophyll_b" "Divinyl_chlorophyll_a" "Chlorophyll_a" "Chlorophyll_a_total" "Phaeophytin_a" "Carotene"
"38SUR1GGMM14" "38SUR" "Tara Oceans Expedition (2009-2013)" "TARA_038" "2010-03-15T03:35" 19.0393 64.4913 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Trades Biome" "[IO] Indian Ocean (MRGID:1904)" "[MONS] Indian Monsoon Gyres Province (MRGID:21471)" 26.313595 NA 0.030032598 0.632675 0.001138785 0.107 0.004277769 0.4195 0.337 1.278 1.322 1.387726419 0.001387726 187.7395 36.618044 24.148331 20.3622 0.113641 116.9999161 0.000244287 0 56.702698 23.003181 22.492794 14.103995 "winter" "late" 584.8344 0.000442 0.001391 0.003053 1.331 0.09532 0.092547 721 0 365 "non polar" 0.005785 0.069484 NA 0.00375 0 0.01315 0.00775 0.00115 9e-04 NA NA 20 126 13 704 120 0.25267 0.0114 0.0161 0 0.0019 0 0.01315 0.00775 0.00375 9e-04 0.00115 0.02745 0.00345 0 0 0.1641 0 0.00245 0 0.0389 0.0389 0.0769 0.1898 0.2667 0 0.0194
"39DCM1GGMM14" "39DCM" "Tara Oceans Expedition (2009-2013)" "TARA_039" "2010-03-18T09:40" 18.5745 66.4895 "DCM" "[DCM] deep chlorophyll maximum layer (ENVO:01000326)" "25" "Trades Biome" "[IO] Indian Ocean (MRGID:1904)" "[MONS] Indian Monsoon Gyres Province (MRGID:21471)" 26.692435 NA 0.0255102 0 0.003323513 0.011 0.004728645 0.0675 0.2465 1.2415 1.398 NA 0.00138772 187.47615 36.40162 23.87718 29.1818 0.196803 81.26338577 0.000228897 2.25 56.781133 4.100441 3.788741 2.494178 "winter" "late" 468.2075 0.000408 0.001161 0.002821 1.43775 0.109235 0.105347 724 0 365 "non polar" 0.403157 NA NA 0.00115 0 0.00925 0.00545 0.00095 0.00095 NA NA 26 3 13 480 124 0.28957 0.01255 0.0144 0 0.00495 0 0.00925 0.00545 0.00115 0.00095 0.00095 0.03505 0.00375 0 0 0.0962 0 0.001 0 0.02985 0.02985 0.0775 0.1504 0.2279 0 0.0153
"39SUR1GGMM14" "39SUR" "Tara Oceans Expedition (2009-2013)" "TARA_039" "2010-03-18T04:27" 18.5918 66.622 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Trades Biome" "[IO] Indian Ocean (MRGID:1904)" "[MONS] Indian Monsoon Gyres Province (MRGID:21471)" 27.089113 NA 0.0255102 0 0.003323513 0.0065 0.004728645 0.0425 0.2335 1.515 1.42 1.387720132 0.00138772 193.065313 36.310588 23.677262 19.6168 0.115273 84.67464066 0.00023667 2.25 57.099474 26.627413 24.686569 17.537335 "winter" "late" 464.6231 0.000383 0.000986 0.002645 1.188594 0.098268 0.094603 724 0 365 "non polar" 0.403157 NA NA 0 0 0.0034 0.0035 3e-04 0 NA NA 28 34 14 689 109 0.38108 0.0054 0.00565 0 0.0025 0 0.0034 0.0035 0 0 3e-04 0.0158 0.0024 0 0 0.07315 0 0.00105 0 0.01075 0.01075 0.0266 0.1053 0.1319 0 0.00845
"41DCM1GGMM14" "41DCM" "Tara Oceans Expedition (2009-2013)" "TARA_041" "2010-03-30T09:17" 14.5644 70.0096 "DCM" "[DCM] deep chlorophyll maximum layer (ENVO:01000326)" "70" "Trades Biome" "[IO] Indian Ocean (MRGID:1904)" "[MONS] Indian Monsoon Gyres Province (MRGID:21471)" 26.317294 NA 0.020277846 3.201261 0.004698874 0.408 0.004047238 15.2 1.348 5.774 0.926 NA 0.001387699 110.17075 36.384231 23.981375 20.922 0.224545 47.13273811 0.000132161 19.027778 56.392315 0.287428 0.290809 0.194498 "spring" "early" 245.2806 0.000332 0.000632 0.002292 1.640625 0.056932 0.052458 735 0 365 "non polar" -0.412443 0.026178 NA 0.0016 0.0133 0.0279 0.0208 0 0.0054 NA NA 25 29 33 404 67 0.22011 0.0453 0.0278 0 0.0075 0.0133 0.0279 0.0208 0.0016 0.0054 0 0.0624 0.0052 0 0 0.0165 0 0 0 0.0467 0.0467 0.0672 0.23 0.2972 0 0.0248
"42DCM1GGMM14" "42DCM" "Tara Oceans Expedition (2009-2013)" "TARA_042" "2010-04-04T09:50" 5.9998 73.9067 "DCM" "[DCM] deep chlorophyll maximum layer (ENVO:01000326)" "80" "Trades Biome" "[IO] Indian Ocean (MRGID:1904)" "[MONS] Indian Monsoon Gyres Province (MRGID:21471)" 27.9561 NA 0.015891551 0 0.004952658 0.152 0.010871042 0.741 0.2505 2.7335 0.277 NA 0.001387698 137.998083 35.044342 22.474092 18.4882 0.228999 28.92443657 NA 8 56.296954 NA 0.250837 0.233593 "spring" "early" 52.5093 0.000335 0.000664 0.002313 1.42 0.045335 0.053816 731 0 365 "non polar" 0.15868 NA NA 0.00295 0.0024 0.01365 0.0036 4e-04 0.0024 NA NA 32 105 36 176 84 0.033777 0.0147 0.02205 0 0.0031 0.0024 0.01365 0.0036 0.00295 0.0024 4e-04 0.03135 0.0022 0 0 0.06055 0 0.00075 0 0.0444 0.0444 0.1459 0.11455 0.26045 0 0.0303
"43SUR1GGMM14" "43SUR" "Tara Oceans Expedition (2009-2013)" "TARA_043" "2010-04-05T10:02" 4.6599 73.4856 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Trades Biome" "[IO] Indian Ocean (MRGID:1904)" "[MONS] Indian Monsoon Gyres Province (MRGID:21471)" 29.938975 NA 0.015170097 0 0.005284466 0.004 0.010451436 0.0265 0.0705 1.8285 1.097 1.38768317 0.001387683 190.26525 34.493275 21.37115 14.1975 0.186844 118.5672684 0.001032971 2 57.598578 NA NA NA "spring" "early" 1.773 0.000462 0.001545 0.003189 1.0525 0.133695 0.143255 731 0 365 "non polar" 0.146439 0.118141 NA 0.00055 0 0.00585 0.01135 0.00035 0.0027 NA NA 39 43 13 49 45 0.51851 0.01505 0.01795 0 0.00515 0 0.00585 0.01135 0.00055 0.0027 0.00035 0.0372 0.0049 0 0.00035 0.07635 0 0.0011 0 0.02715 0.02715 0.06965 0.23005 0.29975 0.0013 0.0181
"4SUR1GGMM14" "4SUR" "Tara Oceans Expedition (2009-2013)" "TARA_004" "2009-09-15T11:30" 36.5533 -6.5669 "SUR" "[SRF] surface water layer (ENVO:00010504)" "9" "Westerlies Biome" "[NAO] North Atlantic Ocean (MRGID:1912)" "[NAST-E] North Atlantic Subtropical Gyral Province (MRGID:21467)" 20.238088 NA 0.022870243 NA 0.008067715 NA 0.044259438 NA NA NA 1.231 1.387697625 0.001387698 NA 36.599199 25.909909 30.8627 0.180403 72.95794296 0.000251951 4 50.082512 14.83481 13.793447 8.658451 "summer" "late" 18.5085 NA NA NA NA NA NA 745 0 365 "non polar" NA 0.031746 NA NA NA NA NA NA NA NA NA 12 25 NA NA NA 0.73994 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"51DCM1GGMM14" "51DCM" "Tara Oceans Expedition (2009-2013)" "TARA_051" "2010-05-11T09:45" -21.4836 54.3312 "DCM" "[DCM] deep chlorophyll maximum layer (ENVO:01000326)" "85" "Trades Biome" "[IO] Indian Ocean (MRGID:1904)" "[ISSG] Indian South Subtropical Gyre Province (MRGID:21472)" 24.908367 NA 0.011299031 0.532471 0.004059467 0.01425 0.008024957 0.0175 0.1035 2.310375 0.319 NA 0.00097728 204.4515 34.978367 23.357533 19.3021 0.127522 30.47068405 0.000118053 0 52.982699 0.121606 0.113741 0.081981 "autumn" "middle" 103.7629 0.000323 0.00058 0.002229 1.07375 0.019354 0.043377 669 0 365 "non polar" 0.125682 0.036539 NA 0.0023 0 0.0317 0.00705 3e-04 0.0026 NA NA 40 77 72 149 144 0.89076 0.03025 0.02685 0 0.00625 0 0.0317 0.00705 0.0023 0.0026 3e-04 0.065 0.00545 0 0 0.0467 0 8e-04 0 0.0443 0.0443 0.1619 0.1752 0.3371 0 0.03365
"52DCM0GGMM14" "52DCM" "Tara Oceans Expedition (2009-2013)" "TARA_052" "2010-05-17T10:05" -16.9538 54.0043 "DCM" "[DCM] deep chlorophyll maximum layer (ENVO:01000326)" "75" "Trades Biome" "[IO] Indian Ocean (MRGID:1904)" "[ISSG] Indian South Subtropical Gyre Province (MRGID:21472)" 25.212642 NA 0.01050256 0.532471 0.006946565 0.032 0.005936726 0.4675 0.159 2.824 0.229 NA 0.001048266 194.81775 34.896833 23.203642 34.3624 0.228414 39.59863281 0.000134891 2.138889 53.187127 1.076232 0.912765 0.823003 "autumn" "middle" 411.6704 0.000352 0.000788 0.002434 1.180417 0.030475 0.056042 678 0 365 "non polar" 0.274476 0.074677 NA 0.0057 0 0.0296 0.0091 0.0017 0 NA NA 57 66 91 149 149 0.18513 0.0261 0.0275 0 0.0064 0 0.0296 0.0091 0.0057 0 0.0017 0.0645 0.0032 0 0 0.0504 0 7e-04 0 0.0971 0.0971 0.1138 0.1557 0.2696 0 0.0207
"52SUR1GGMM15" "52SUR" "Tara Oceans Expedition (2009-2013)" "TARA_052" "2010-05-17T04:10" -16.9567 53.9809 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Trades Biome" "[IO] Indian Ocean (MRGID:1904)" "[ISSG] Indian South Subtropical Gyre Province (MRGID:21472)" 27.956483 NA 0.01050256 0.532471 0.006946565 0 0.005936726 0 0.119 2.666 0.233 1.048265597 0.001048266 191.628083 34.54545 22.067625 28.749 0.134305 39.59863281 0.000134891 2.138889 55.536084 30.189334 25.60393 24.165319 "autumn" "middle" 409.6259 0.000327 0.000615 0.002258 0.977083 0.021469 0.047036 678 0 365 "non polar" 0.274476 0.074677 7.612326 0 0 0.0061 0.0022 0 0 33.461945 1266.083085 53 79 470 958 NA 0.20159 0.0053 0.0059 0 0.0017 0 0.0061 0.0022 0 0 0 0.02 0.0032 0 0.0012 0.0871 0 7e-04 0 0.011 0.011 0.0887 0.056 0.1447 0 0.0119
"57SUR1GGMM14" "57SUR" "Tara Oceans Expedition (2009-2013)" "TARA_057" "2010-06-27T12:05" -17.0248 42.7401 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Coastal Biome" "[IO] Indian Ocean (MRGID:1904)" "[EAFR] Eastern Africa Coastal Province (MRGID:21473)" 26.553475 NA 0.010739017 NA 0.011677063 NA 0.00596926 NA NA NA 1.264 1.009451992 0.001009452 194.060917 35.124517 22.953567 3.1613 0.140592 73.72459793 0.000830253 2 54.874756 22.541142 22.521345 21.882094 "winter" "early" 136.7873 0.000334 0.000656 0.002306 0.931875 0.022443 0.054058 667 0 365 "non polar" -0.1419 NA NA NA NA NA NA NA NA NA NA 17 5 17 4 NA 0.30546 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"65DCM1GGMM14" "65DCM" "Tara Oceans Expedition (2009-2013)" "TARA_065" "2010-07-12T11:03" -35.2421 26.3048 "DCM" "[DCM] deep chlorophyll maximum layer (ENVO:01000326)" "30" "Coastal Biome" "[IO] Indian Ocean (MRGID:1904)" "[EAFR] Eastern Africa Coastal Province (MRGID:21473)" 21.72823 NA 0.009926958 NA 0.482149295 NA 0.065700063 NA NA NA 0.849 NA 0.000760815 207.48285 35.451512 24.64465 14.9089 0.177651 80.35794067 0.000164711 0 50.243733 0.043008 0.374568 0.249011 "winter" "early" 91.3689 0.000427 0.001296 0.002951 1.20625 0.045474 0.076206 597 0 365 "non polar" 4.780821 0.143321 NA NA NA NA NA NA NA NA NA 66 NA 13 63 NA 0.95635 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"65SUR2GGMM14" "65SUR" "Tara Oceans Expedition (2009-2013)" "TARA_065" "2010-07-12T05:59" -35.1728 26.2868 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Coastal Biome" "[IO] Indian Ocean (MRGID:1904)" "[EAFR] Eastern Africa Coastal Province (MRGID:21473)" 21.76357 NA 0.009926958 NA 0.482149295 NA 0.065700063 NA NA NA 0.861 0.760815029 0.000760815 207.5812 35.449638 24.629613 19.1614 0.176479 80.48958588 0.000166576 0 50.276728 0.86456 7.529698 5.565764 "winter" "early" 85.2841 0.000412 0.001194 0.002849 1.197 0.048988 0.07972 597 0 365 "non polar" 4.780821 0.143321 NA NA NA NA NA NA NA NA NA 78 88 679 1186 NA 0.72208 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"66DCM1GGMM14" "66DCM" "Tara Oceans Expedition (2009-2013)" "TARA_066" "2010-07-15T15:36" -34.8901 18.0459 "DCM" "[DCM] deep chlorophyll maximum layer (ENVO:01000326)" "30" "Coastal Biome" "[SAO] South Atlantic Ocean (MRGID:1914)" "[BENG] Benguela Current Coastal Province (MRGID:21470)" 15.014 NA 0.019386057 2.739389 1.545722415 0.284 0.1846933 3.309875 0.34975 2.5895 0.799 NA 0.000311999 239.791063 35.32305 26.21755 23.3045 0.221666 99.62840652 0.000233923 0 43.305703 0.350859 0.328858 0.160041 "winter" "early" 70.2779 0.000419 0.001227 0.002897 1.2525 0.098145 0.130564 602 0 365 "non polar" 0.143048 0.098545 NA 0.00545 0.0245 0.0276 0.0296 0.00175 0.01535 NA NA 67 NA 15 65 NA 1.2642 0.03835 0.0482 0.0046 0.0149 0.0245 0.0276 0.0296 0.00545 0.01535 0.00175 0.0761 0.0095 0.01095 4e-04 0.0143 0.0018 0 0 0.0857 0.0857 0 0.45415 0.4587 0.00365 0.01035
"66SUR1GGMM14" "66SUR" "Tara Oceans Expedition (2009-2013)" "TARA_066" "2010-07-15T12:22" -34.9449 17.9189 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Coastal Biome" "[SAO] South Atlantic Ocean (MRGID:1914)" "[BENG] Benguela Current Coastal Province (MRGID:21470)" 15.013362 NA 0.019386057 2.426286 1.545722415 0.3025 0.1846933 3.34 0.343 2.7435 0.823 0.311998861 0.000311999 239.93725 35.3233 26.2141 32.4091 0.221666 108.1238098 0.000263462 0 43.307084 9.435831 8.568735 4.906414 "winter" "early" 79.9944 0.000419 0.001227 0.002897 1.258125 0.09772 0.130139 601 0 365 "non polar" 0.143048 0.098545 8.10696 0.0051 0.0244 0.0271 0.0302 0.0013 0.0139 12.73317 342.386945 91 100 14 451 106 1.2322 0.039 0.0461 0.0049 0.0148 0.0244 0.0271 0.0302 0.0051 0.0139 0.0013 0.0746 0.0099 0.0108 0.0015 0.0139 0.0021 6e-04 0 0.0827 0.0827 0 0.4416 0.4465 0.0031 0.0097
"68DCM1GGMM14" "68DCM" "Tara Oceans Expedition (2009-2013)" "TARA_068" "2010-09-14T12:56" -31.0292 4.6742 "DCM" "[DCM] deep chlorophyll maximum layer (ENVO:01000326)" "50" "Trades Biome" "[SAO] South Atlantic Ocean (MRGID:1914)" "[SATL] South Atlantic Gyral Province (MRGID:21459)" 16.74878 NA 0.015807986 0.904785 0.129485512 0.285 0.06059745 1.08 0.227 2.436 0.011 NA 0.00036828 231.9774 35.68407 26.101325 53.8288 0.325714 69.40000153 0.000394 6.388889 45.448374 0.383273 0.351054 0.217118 "winter" "late" 1113.2454 0.000385 0.000991 0.002659 2.011787 0.165229 0.105138 711 0 365 "non polar" 0.069036 0.120437 NA 0.0038 0 0.0692 0.0183 0.0024 0.0048 NA NA 156 353 237 1320 NA 0.11343 0.0484 0.0548 0 0.005 0 0.0692 0.0183 0.0038 0.0048 0.0024 0.1647 0.0111 0 0.001 0.0815 0 0 0 0.0576 0.0576 0.0944 0.3153 0.4097 0 0.0195
"68SUR1GGMM14" "68SUR" "Tara Oceans Expedition (2009-2013)" "TARA_068" "2010-09-14T06:55" -31.0266 4.665 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Trades Biome" "[SAO] South Atlantic Ocean (MRGID:1914)" "[SATL] South Atlantic Gyral Province (MRGID:21459)" 16.8632 NA 0.015807986 1.103865 0.129485512 0.201 0.06059745 0.939 0.1455 1.9865 0.009 0.368279658 0.00036828 234.4763 35.686585 26.07437 53.8288 0.309005 69.40000153 0.000394 6.388889 45.547328 24.301431 22.258573 15.227824 "winter" "late" 1113.2454 0.000403 0.001114 0.002782 1.951133 0.21692 0.156829 711 0 365 "non polar" 0.069036 0.120437 8.087022 0.00255 0 0.0462 0.01515 0.00155 0.0034 12.727681 363.350186 156 353 237 1320 NA 0.11343 0.0338 0.0372 0.00125 0.00465 0 0.0462 0.01515 0.00255 0.0034 0.00155 0.11185 0.0196 0 0.00255 0.0795 0 0 0 0.039 0.039 0.0722 0.24325 0.3167 0.00455 0.01445
"70SUR1GGMM14" "70SUR" "Tara Oceans Expedition (2009-2013)" "TARA_070" "2010-09-21T06:55" -20.4091 -3.1759 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Trades Biome" "[SAO] South Atlantic Ocean (MRGID:1914)" "[SATL] South Atlantic Gyral Province (MRGID:21459)" 19.77001 NA 0.015283077 1.763081 0.029039364 0.0465 0.031308781 0.8015 0.309 1.1485 0.663 0.78781636 0.000787816 215.2007 36.35839 25.859525 30.7687 0.117466 59.29802513 0.000233392 0 49.332061 22.209965 24.120134 17.134326 "winter" "late" 1161.2626 0.000333 0.000634 0.002301 2.071928 0.117833 0.064322 725 0 365 "non polar" 0.009208 0.047133 8.057761 0.0033 0 0.04 0.0103 0.00105 0 12.878576 399.038779 149 159 13 235 161 0.33937 0.024 0.0227 0 0.0067 0 0.04 0.0103 0.0033 0 0.00105 0.06675 0.0114 0 0.0059 0.038 0.00425 0.00115 0 0.045 0.045 0.0435 0.1613 0.20475 0 0.0111
"71SUR1GGMM14" "71SUR" "Tara Oceans Expedition (2009-2013)" "TARA_071" "2010-09-28T08:14" -9.3 -9.5587 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Trades Biome" "[SAO] South Atlantic Ocean (MRGID:1914)" "[ETRA] Eastern Tropical Atlantic Province (MRGID:21458)" 23.8044 NA 0.012844777 0 0.012456896 0.009 0.029690714 0.035 0.127 1.473 0.376 1.243576737 0.001243577 201.167125 36.37005 24.737612 53.48 0.141003 NA NA 0 53.627188 NA NA NA "spring" "early" 498.0068 0.000347 0.000736 0.002397 1.876613 0.113685 0.060131 729 0 365 "non polar" 0.00506 0.024995 8.06424 0.00055 0 0.0155 0.0058 0.00105 0 11.273453 388.888815 73 83 23 405 92 0.48883 0.0107 0.0119 0 0.00325 0 0.0155 0.0058 0.00055 0 0.00105 0.0465 0.0106 0 0.0014 0.06755 0 8e-04 0 0.00765 0.00765 0.0709 0.08885 0.15975 0 0.0113
"7DCM2GGMM14" "7DCM" "Tara Oceans Expedition (2009-2013)" "TARA_007" "2009-09-23T16:08" 37.0541 1.9478 "DCM" "[DCM] deep chlorophyll maximum layer (ENVO:01000326)" "42" "Westerlies Biome" "[MS] Mediterranean Sea (MRGID:1905)" "[MEDI] Mediterranean Sea. Black Sea Province (MRGID:21465)" 17.521075 NA 0.01524472 NA 0.006918471 0 0.033489773 0.028 0.0065 0.4985 1.254 NA 0.001387777 NA 37.1036 27.003675 26.8055 0.338691 NA NA 0 47.861517 0.188942 1.661476 1.762374 "autumn" "early" 48.0551 NA NA NA NA NA NA 727 0 365 "non polar" -1.3813 0 NA 0.0265 0.0243 0.0273 0.0256 0.009 0.0539 NA NA 18 45 NA NA NA 1.0375 0.0181 0.0281 8e-04 0.0204 0.0243 0.0273 0.0256 0.0265 0.0539 0.009 0.0778 0.0121 0.0169 0 0.1317 0 0.0027 0 0.0984 0.0984 0 0.731 0.7318 0.0159 0.0597
"80DCM1GGMM14" "80DCM" "Tara Oceans Expedition (2009-2013)" "TARA_080" "2010-11-29T18:09" -40.6083 -51.9557 "DCM" "[DCM] deep chlorophyll maximum layer (ENVO:01000326)" "85" "Coastal Biome" "[SAO] South Atlantic Ocean (MRGID:1914)" "[BRAZ] Brazil Current Coastal Province (MRGID:21468)" 17.789095 NA 0.096365529 0.829393 0.083502028 0.123 0.010727511 3.495 0.357 2.723 0.624 NA 0.00122622 213.3653 35.808488 25.969056 31.4469 0.200916 57.16710281 0.000196534 15.416667 46.592658 0.00639 0.004938 0.002983 "spring" "late" 539.4231 0.000411 0.001171 0.002838 2.299731 0.125003 0.076125 888 0 365 "non polar" -3.547166 0.133847 NA 0.0032 0.0125 0.0406 0.0695 7e-04 0.0059 NA NA 37 29 662 200 447 0.12863 0.039 0.0256 0.0063 0 0.0125 0.0406 0.0695 0.0032 0.0059 7e-04 0.0525 0.0068 0.0026 0.001 0.0109 0 6e-04 0 0.0301 0.0301 0 0.2588 0.2651 0.0059 0.0091
"80SUR1GGMM14" "80SUR" "Tara Oceans Expedition (2009-2013)" "TARA_080" "2010-11-29T11:21" -40.6511 -52.182 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Coastal Biome" "[SAO] South Atlantic Ocean (MRGID:1914)" "[BRAZ] Brazil Current Coastal Province (MRGID:21468)" 19.93457 NA 0.096365529 0 0.083502028 0 0.010727511 0.048 0 1.039 0.624 1.226220067 0.00122622 222.4663 35.622685 25.25528 7.8331 0.13213 68.3554306 0.000292576 15.416667 48.608829 32.686463 26.114879 17.531015 "spring" "late" 64.5554 0.000477 0.001633 0.003294 2.129288 0.209742 0.160864 889 0 365 "non polar" -3.547166 0.133847 8.104727 0 0 0.0058 0.0309 0.001 0 11.276962 346.755685 38 45 552 249 108 1.2528 0.0068 0.0108 0.0027 0.003 0 0.0058 0.0309 0 0 0.001 0.0146 0.0107 0 0.0042 0.0322 0 9e-04 0 0.005 0.005 0 0.1362 0.1389 0 0.005
"81DCM1GGMM14" "81DCM" "Tara Oceans Expedition (2009-2013)" "TARA_081" "2010-12-02T13:44" -44.5455 -52.3242 "DCM" "[DCM] deep chlorophyll maximum layer (ENVO:01000326)" "35" "Westerlies Biome" "[SAO] South Atlantic Ocean (MRGID:1914)" "[SSTC] South Subtropical Convergence Province (MRGID:21500)" 13.506225 NA 0.154090277 2.810686 1.224482765 0.132 0.027497418 3.359 0.412 1.296 0.152 NA 0.001055889 256.63475 34.80505 26.14055 29.9834 0.291964 134.0405273 0.000631523 5 41.272678 0.245204 0.423003 0.231693 "spring" "late" 825.507 0.000461 0.001512 0.003184 2.487277 0.228316 0.174007 919 0 365 "non polar" -0.263673 0.095682 NA NA NA NA NA NA NA NA NA 38 48 308 81 59 0.83781 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"81SUR1GGMM14" "81SUR" "Tara Oceans Expedition (2009-2013)" "TARA_081" "2010-12-02T10:28" -44.5342 -52.455 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Westerlies Biome" "[SAO] South Atlantic Ocean (MRGID:1914)" "[SSTC] South Subtropical Convergence Province (MRGID:21500)" 13.6805 NA 0.154090277 2.439627 1.224482765 0.115 0.027497418 3.081 0.429 1.173 0.139 1.055889239 0.001055889 255.26575 34.793925 26.0944 34.1138 0.233632 129.103405 0.000555257 5 41.409056 16.7857 24.748539 15.006612 "spring" "late" 565.4919 0.000424 0.001259 0.002929 2.472372 0.198433 0.144124 919 0 365 "non polar" -0.263673 0.095682 8.133012 NA NA NA NA NA NA 12.516212 318.648183 32 42 254 880 161 0.18255 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"90SUR1GGMM14" "90SUR" "Tara Oceans Expedition (2009-2013)" "TARA_090" "2011-02-21T20:23" -39.6466 -76.9634 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Coastal Biome" "[SPO] South Pacific Ocean (MRGID:1910)" "[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)" 17.02685 NA 0.019760871 NA 11.35458151 0.01 0.264011913 0.034 0.409 0.205 0.286 0.00516 5.161e-06 234.16575 33.866475 24.63845 183.9625 0.95046 NA NA 0 43.626652 14.133579 21.810753 23.82589 "summer" "early" 167.439 NA NA NA NA NA NA 801 0 365 "non polar" 0.009228 0.02719 8.09341 NA NA NA NA NA NA 12.341555 349.236264 27 51 112 31 NA 2.6161 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"91SUR1GGMM14" "91SUR" "Tara Oceans Expedition (2009-2013)" "TARA_091" "2011-02-25T12:42" -34.161 -73.0995 "SUR" "[SRF] surface water layer (ENVO:00010504)" "5" "Coastal Biome" "[SPO] South Pacific Ocean (MRGID:1910)" "[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)" 17.6085 NA 0.048492067 NA 11.49425602 0.069 0.188225842 0.559 0.724 0.432 0.364 0.00426 4.256e-06 229.394 34.3805 24.8933 139.3697 0.827608 169.591011 0.000729404 11.111111 44.789779 10.143822 12.654483 13.586222 "summer" "middle" 282.691 NA NA NA NA NA NA 778 0 365 "non polar" -0.081281 0.023933 8.074324 NA NA NA NA NA NA 12.899881 372.038875 23 33 14 123 NA 0.58594 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
